abv,brewery,date_added,link,name,num_ratings,rating,style,style_rating,brewery_type,city,country,openbrewdb_id,latitude,longitude,phone,postal_code,state,street,updated_at,website_url
0.077,Blue Earl Brewing Company,9/11/2016,www.ratebeer.com/beer/blue-earl-gnarly-red-eyed-rooster/448913/,Blue Earl Gnarly Red-Eyed Rooster,1,3.06,Strong Ale - American,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.053,Blue Earl Brewing Company,3/23/2018,www.ratebeer.com/beer/blue-earl-hell-yeah/602612/,Blue Earl Hell Yeah,0,,Helles / Dortmunder Export,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.07200000000000001,Blue Earl Brewing Company,11/21/2015,www.ratebeer.com/beer/blue-earl-honeysuckle-rose/376622/,Blue Earl Honeysuckle Rose,8,3.05,Belgian Ale - Pale / Golden,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.07400000000000001,Blue Earl Brewing Company,12/5/2015,www.ratebeer.com/beer/blue-earl-hoochie-coochie-baltic-porter/379695/,Blue Earl Hoochie Coochie Baltic Porter,0,,Porter - Baltic,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.055999999999999994,Blue Earl Brewing Company,11/21/2015,www.ratebeer.com/beer/blue-earl-i-can39t-quit-you/376615/,Blue Earl I Can't Quit You,1,2.92,Märzen / Oktoberfest Bier,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.115,Blue Earl Brewing Company,2/19/2017,www.ratebeer.com/beer/blue-earl-i-put-a-spell-on-you/489257/,Blue Earl I Put a Spell On You,1,3.13,Belgian Ale - Strong Pale,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.04,Blue Earl Brewing Company,4/6/2017,www.ratebeer.com/beer/blue-earl-into-the-mystic/502213/,Blue Earl Into the Mystic,0,,Stout,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.10400000000000001,Blue Earl Brewing Company,11/21/2015,www.ratebeer.com/beer/blue-earl-key-to-the-highway/376620/,Blue Earl Key To the Highway,0,,Belgian Ale - Strong Pale,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.066,Blue Earl Brewing Company,12/5/2015,www.ratebeer.com/beer/blue-earl-lets-dance-saison/379691/,Blue Earl Lets Dance Saison,0,,Saison / Farmhouse / Grisette,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.061,Blue Earl Brewing Company,12/5/2015,www.ratebeer.com/beer/blue-earl-life-by-the-drop-rye/379685/,Blue Earl Life By the Drop Rye,0,,Specialty Grain - Other,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.051,Blue Earl Brewing Company,12/5/2015,www.ratebeer.com/beer/blue-earl-little-red-rooster-pale-ale/379693/,Blue Earl Little Red Rooster Pale Ale,1,2.98,Pale Ale - American / APA,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.051,Blue Earl Brewing Company,12/5/2015,www.ratebeer.com/beer/blue-earl-little-wing-witbier/379688/,Blue Earl Little Wing Witbier,0,,Witbier / Belgian White Ale,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.045,Blue Earl Brewing Company,12/5/2015,www.ratebeer.com/beer/blue-earl-mojo-hands-java-stout/379681/,Blue Earl Mojo Hands Java Stout,0,,Stout,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.049,Blue Earl Brewing Company,3/23/2018,www.ratebeer.com/beer/blue-earl-my-baby-makes-me-gravy/602608/,Blue Earl My Baby Makes Me Gravy,1,3.09,Stout,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.051,Blue Earl Brewing Company,12/5/2015,www.ratebeer.com/beer/blue-earl-my-favorite-things-kolsch/379687/,Blue Earl My Favorite Things Kölsch,0,,Kölsch / Kölsch-Style,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.061,Blue Earl Brewing Company,9/9/2016,www.ratebeer.com/beer/blue-earl-raspberry-beret/448300/,Blue Earl Raspberry Beret,1,2.92,Saison / Farmhouse / Grisette,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.047,Blue Earl Brewing Company,11/21/2015,www.ratebeer.com/beer/blue-earl-reconsider-baby/376627/,Blue Earl Reconsider Baby,1,3.02,Porter,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.087,Blue Earl Brewing Company,2/16/2017,www.ratebeer.com/beer/blue-earl-ring-of-fire/488138/,Blue Earl Ring of Fire,1,3.09,Red Ale - Irish,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.109,Blue Earl Brewing Company,11/21/2015,www.ratebeer.com/beer/blue-earl-rock-me-baby-imperial-stout/376624/,Blue Earl Rock Me Baby Imperial Stout,1,3.13,Stout - Imperial,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.08,Blue Earl Brewing Company,10/21/2016,www.ratebeer.com/beer/blue-earl-shake-rattle-roll/458544/,Blue Earl Shake Rattle & Roll,1,3.04,Old Ale,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.066,Blue Earl Brewing Company,12/5/2015,www.ratebeer.com/beer/blue-earl-shake-your-money-maker-pale-ale/379686/,Blue Earl Shake Your Money Maker Pale Ale,0,,Pale Ale - American / APA,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.045,Blue Earl Brewing Company,3/23/2018,www.ratebeer.com/beer/blue-earl-shining-star/602626/,Blue Earl Shining Star,0,,Weissbier - Hefeweizen,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.085,Blue Earl Brewing Company,9/8/2016,www.ratebeer.com/beer/blue-earl-smb-sunday-morning-breakfast/447985/,Blue Earl SMB (Sunday Morning Breakfast),1,3.06,Stout - Imperial,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.069,Blue Earl Brewing Company,3/23/2018,www.ratebeer.com/beer/blue-earl-soul-power/602627/,Blue Earl Soul Power,1,3.13,IPA,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.055999999999999994,Blue Earl Brewing Company,9/8/2016,www.ratebeer.com/beer/blue-earl-soul-sauce/447980/,Blue Earl Soul Sauce,1,2.98,Pale Ale - American / APA,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.063,Blue Earl Brewing Company,12/5/2015,www.ratebeer.com/beer/blue-earl-spoonful-pale-ale/379689/,Blue Earl Spoonful Pale Ale,0,,Pale Ale - American / APA,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.095,Blue Earl Brewing Company,12/5/2015,www.ratebeer.com/beer/blue-earl-stardust-tripel/379697/,Blue Earl Stardust Tripel,2,3.11,Tripel,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.055999999999999994,Blue Earl Brewing Company,9/8/2016,www.ratebeer.com/beer/blue-earl-summertime-cream-ale/447965/,Blue Earl Summertime Cream Ale,1,2.89,Cream Ale,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.07,Blue Earl Brewing Company,4/26/2019,www.ratebeer.com/beer/blue-earl-the-reaper/725127/,Blue Earl The Reaper,1,3.06,Flavored - Chili / Peppers,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.09,Blue Earl Brewing Company,11/21/2015,www.ratebeer.com/beer/blue-earl-top-of-the-world-stout/376617/,Blue Earl Top Of The World Stout,2,3.18,Stout - Imperial,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.07200000000000001,Blue Earl Brewing Company,2/16/2017,www.ratebeer.com/beer/blue-earl-trouble-in-mind/488135/,Blue Earl Trouble in Mind,2,3.23,Bock - Doppelbock,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.055,Blue Earl Brewing Company,12/5/2015,www.ratebeer.com/beer/blue-earl-trouble-no-more-alt/379692/,Blue Earl Trouble No More Alt,0,,Altbier / Sticke Alt,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.057,Blue Earl Brewing Company,12/5/2015,www.ratebeer.com/beer/blue-earl-voodoo-chile/379690/,Blue Earl Voodoo Chile,0,,Flavored - Other,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.045,Blue Earl Brewing Company,12/5/2015,www.ratebeer.com/beer/blue-earl-walkin39-shoes/379701/,Blue Earl Walkin' Shoes,1,2.89,Weissbier - Hefeweizen,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.068,Blue Earl Brewing Company,11/21/2015,www.ratebeer.com/beer/blue-earl-walking-blues-ipa/376608/,Blue Earl Walking Blues IPA,12,2.89,IPA,5.0,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.048,Blue Earl Brewing Company,10/7/2016,www.ratebeer.com/beer/blue-earl-watermelon-man/455156/,Blue Earl Watermelon Man,0,,Weissbier - Hefeweizen,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.122,Blue Earl Brewing Company,2/16/2017,www.ratebeer.com/beer/blue-earl-welcome-to-the-jungle/488171/,Blue Earl Welcome to the Jungle,1,3.09,Wheat Ale,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.047,Blue Earl Brewing Company,9/8/2016,www.ratebeer.com/beer/blue-earl-when-doves-cry/447979/,Blue Earl When Doves Cry,2,2.91,Amber Lager - Intl / Vienna,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.05,Blue Earl Brewing Company,3/23/2018,www.ratebeer.com/beer/blue-earl-yellow-submarine/602625/,Blue Earl Yellow Submarine,0,,Pilsener / Pils / Pilsner,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.066,Blue Earl Brewing Company,12/5/2015,www.ratebeer.com/beer/blue-earl-yonders-wall-saison/379694/,Blue Earl Yonders Wall Saison,0,,Saison / Farmhouse / Grisette,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.05,Blue Earl Brewing Company,12/5/2015,www.ratebeer.com/beer/blue-earl-you-shook-me-helles-lager/379679/,Blue Earl You Shook Me Helles Lager,1,2.85,Helles / Dortmunder Export,,micro,Smyrna,United States,1739,39.2809684444444,-75.6241805555556,,19977-3715,Delaware,210 Artisan Dr,2018-08-24T00:26:00.268Z,http://www.blueearlbrewing.com
0.062,Brick Works Brewing and Eats,6/15/2017,www.ratebeer.com/beer/brick-works-iron-hill-digital-black-ipa/522683/,Brick Works / Iron Hill Digital Black IPA,1,3.04,IPA - Black/Brown/Cascadian Dark,,brewpub,Smyrna,United States,1741,39.298259951946996,-75.6008012376838,3025082523,19977-1573,Delaware,230 S Dupont Blvd,2018-08-24T00:26:00.909Z,http://www.brickworksde.com
0.057999999999999996,Brick Works Brewing and Eats,6/14/2016,www.ratebeer.com/beer/brick-works-and-eats-5-o39clock-stout/426316/,Brick Works and Eats 5 O'clock Stout,1,3.04,Stout,,brewpub,Smyrna,United States,1741,39.298259951946996,-75.6008012376838,3025082523,19977-1573,Delaware,230 S Dupont Blvd,2018-08-24T00:26:00.909Z,http://www.brickworksde.com
0.06,Brick Works Brewing and Eats,11/19/2016,www.ratebeer.com/beer/brick-works-and-eats-baby-bear-belgian-wit/465179/,Brick Works and Eats Baby Bear Belgian Wit,0,,Witbier / Belgian White Ale,,brewpub,Smyrna,United States,1741,39.298259951946996,-75.6008012376838,3025082523,19977-1573,Delaware,230 S Dupont Blvd,2018-08-24T00:26:00.909Z,http://www.brickworksde.com
0.05,Brick Works Brewing and Eats,6/14/2016,www.ratebeer.com/beer/brick-works-and-eats-basic-brick-cream-ale/426314/,Brick Works and Eats Basic Brick Cream Ale,0,,Cream Ale,,brewpub,Smyrna,United States,1741,39.298259951946996,-75.6008012376838,3025082523,19977-1573,Delaware,230 S Dupont Blvd,2018-08-24T00:26:00.909Z,http://www.brickworksde.com
0.08,Brick Works Brewing and Eats,11/19/2016,www.ratebeer.com/beer/brick-works-and-eats-candy/465177/,Brick Works and Eats Candy,1,3.04,Tripel,,brewpub,Smyrna,United States,1741,39.298259951946996,-75.6008012376838,3025082523,19977-1573,Delaware,230 S Dupont Blvd,2018-08-24T00:26:00.909Z,http://www.brickworksde.com
0.055999999999999994,Brick Works Brewing and Eats,3/23/2018,www.ratebeer.com/beer/brick-works-and-eats-citrus-mistress/602606/,Brick Works and Eats Citrus Mistress,0,,Wheat Ale,,brewpub,Smyrna,United States,1741,39.298259951946996,-75.6008012376838,3025082523,19977-1573,Delaware,230 S Dupont Blvd,2018-08-24T00:26:00.909Z,http://www.brickworksde.com
0.07,Brick Works Brewing and Eats,3/23/2018,www.ratebeer.com/beer/brick-works-and-eats-cognitive-thief-saison/602616/,Brick Works and Eats Cognitive Thief Saison,0,,Saison / Farmhouse / Grisette,,brewpub,Smyrna,United States,1741,39.298259951946996,-75.6008012376838,3025082523,19977-1573,Delaware,230 S Dupont Blvd,2018-08-24T00:26:00.909Z,http://www.brickworksde.com
0.052000000000000005,Brick Works Brewing and Eats,11/19/2016,www.ratebeer.com/beer/brick-works-and-eats-como-kolsch/465185/,Brick Works and Eats Como Kolsch,0,,Kölsch / Kölsch-Style,,brewpub,Smyrna,United States,1741,39.298259951946996,-75.6008012376838,3025082523,19977-1573,Delaware,230 S Dupont Blvd,2018-08-24T00:26:00.909Z,http://www.brickworksde.com
0.054000000000000006,Brick Works Brewing and Eats,2/24/2018,www.ratebeer.com/beer/brick-works-and-eats-doom-city-porter/594988/,Brick Works and Eats Doom City Porter,2,3.14,Porter,,brewpub,Smyrna,United States,1741,39.298259951946996,-75.6008012376838,3025082523,19977-1573,Delaware,230 S Dupont Blvd,2018-08-24T00:26:00.909Z,http://www.brickworksde.com
0.067,Brick Works Brewing and Eats,6/14/2016,www.ratebeer.com/beer/brick-works-and-eats-drop-trowel-ipa/426313/,Brick Works and Eats Drop Trowel IPA,1,3.19,IPA,,brewpub,Smyrna,United States,1741,39.298259951946996,-75.6008012376838,3025082523,19977-1573,Delaware,230 S Dupont Blvd,2018-08-24T00:26:00.909Z,http://www.brickworksde.com
0.071,Brick Works Brewing and Eats,11/19/2016,www.ratebeer.com/beer/brick-works-and-eats-goldilocks-belgian-blonde/465182/,Brick Works and Eats Goldilocks Belgian Blonde,1,3.0,Belgian Ale - Pale / Golden,,brewpub,Smyrna,United States,1741,39.298259951946996,-75.6008012376838,3025082523,19977-1573,Delaware,230 S Dupont Blvd,2018-08-24T00:26:00.909Z,http://www.brickworksde.com
0.08800000000000001,Brick Works Brewing and Eats,1/28/2018,www.ratebeer.com/beer/brick-works-and-eats-hanzo-the-razor-double-ipa/587810/,Brick Works and Eats Hanzo the Razor Double IPA,1,3.13,IIPA - Imperial / Double IPA,,brewpub,Smyrna,United States,1741,39.298259951946996,-75.6008012376838,3025082523,19977-1573,Delaware,230 S Dupont Blvd,2018-08-24T00:26:00.909Z,http://www.brickworksde.com
0.049,Brick Works Brewing and Eats,6/14/2016,www.ratebeer.com/beer/brick-works-and-eats-hefepotamus-hefeweizen/426315/,Brick Works and Eats Hefepotamus Hefeweizen,0,,Weissbier - Hefeweizen,,brewpub,Smyrna,United States,1741,39.298259951946996,-75.6008012376838,3025082523,19977-1573,Delaware,230 S Dupont Blvd,2018-08-24T00:26:00.909Z,http://www.brickworksde.com
0.09,Brick Works Brewing and Eats,7/29/2016,www.ratebeer.com/beer/brick-works-and-eats-hop-mortar-double-ipa/437672/,Brick Works and Eats Hop Mortar Double IPA,1,3.15,IIPA - Imperial / Double IPA,,brewpub,Smyrna,United States,1741,39.298259951946996,-75.6008012376838,3025082523,19977-1573,Delaware,230 S Dupont Blvd,2018-08-24T00:26:00.909Z,http://www.brickworksde.com
0.055999999999999994,Brick Works Brewing and Eats,3/23/2018,www.ratebeer.com/beer/brick-works-and-eats-interdimensional-cable-pale-ale/602609/,Brick Works and Eats Interdimensional Cable Pale Ale,0,,Pale Ale - American / APA,,brewpub,Smyrna,United States,1741,39.298259951946996,-75.6008012376838,3025082523,19977-1573,Delaware,230 S Dupont Blvd,2018-08-24T00:26:00.909Z,http://www.brickworksde.com
0.08199999999999999,Brick Works Brewing and Eats,3/23/2018,www.ratebeer.com/beer/brick-works-and-eats-joose-goose-double-ipa/602619/,Brick Works and Eats Joose Goose Double IPA,0,,IIPA - Imperial / Double IPA,,brewpub,Smyrna,United States,1741,39.298259951946996,-75.6008012376838,3025082523,19977-1573,Delaware,230 S Dupont Blvd,2018-08-24T00:26:00.909Z,http://www.brickworksde.com
0.05,Brick Works Brewing and Eats,3/23/2018,www.ratebeer.com/beer/brick-works-and-eats-lady-snowblood-guava-pale-ale/602618/,Brick Works and Eats Lady Snowblood Guava Pale Ale,0,,Pale Ale - American / APA,,brewpub,Smyrna,United States,1741,39.298259951946996,-75.6008012376838,3025082523,19977-1573,Delaware,230 S Dupont Blvd,2018-08-24T00:26:00.909Z,http://www.brickworksde.com
0.09699999999999999,Brick Works Brewing and Eats,9/23/2017,www.ratebeer.com/beer/brick-works-and-eats-lean-imperial-ipa/553818/,Brick Works and Eats Lean Imperial IPA,1,2.96,IIPA - Imperial / Double IPA,,brewpub,Smyrna,United States,1741,39.298259951946996,-75.6008012376838,3025082523,19977-1573,Delaware,230 S Dupont Blvd,2018-08-24T00:26:00.909Z,http://www.brickworksde.com
