,name,link
778,Flying Dog Kujo - Coffee Cake,www.ratebeer.com/beer/flying-dog-kujo-coffee-cake/193923/
786,Flying Dog Kujo cold brew Coffee Porter,www.ratebeer.com/beer/flying-dog-kujo-cold-brew-coffee-porter/667680/
787,Flying Dog Kujo Imperial Coffee Stout,www.ratebeer.com/beer/flying-dog-kujo-imperial-coffee-stout/115636/
790,Flying Dog Lucky SOB Irish Red Ale,www.ratebeer.com/beer/flying-dog-lucky-sob-irish-red-ale/139149/
793,Flying Dog Naughty,www.ratebeer.com/beer/flying-dog-naughty/377908/
794,Flying Dog Naughty Egg Nog Ale,www.ratebeer.com/beer/flying-dog-naughty-egg-nog-ale/462901/
797,Flying Dog Nice,www.ratebeer.com/beer/flying-dog-nice/377909/
798,Flying Dog Nice Holiday Milk Stout,www.ratebeer.com/beer/flying-dog-nice-holiday-milk-stout/436546/
800,Flying Dog Nocturnal Nut Brown,www.ratebeer.com/beer/flying-dog-nocturnal-nut-brown/185608/
802,Flying Dog Numero Uno,www.ratebeer.com/beer/flying-dog-numero-uno/326517/
803,Flying Dog Oak-Aged Hazelnut Scotch-Style Ale,www.ratebeer.com/beer/flying-dog-oak-aged-hazelnut-scotch-style-ale/298100/
804,Flying Dog Oatmeal Raisin Stout,www.ratebeer.com/beer/flying-dog-oatmeal-raisin-stout/298097/
805,Flying Dog Old Scratch Amber Lager,www.ratebeer.com/beer/flying-dog-old-scratch-amber-lager/685/
806,Flying Dog Pearl Necklace Chesapeake Stout,www.ratebeer.com/beer/flying-dog-pearl-necklace-chesapeake-stout/158083/
812,Flying Dog Raging Bitch (Mango & Habanero),www.ratebeer.com/beer/flying-dog-raging-bitch-mango-habanero/200852/
814,Flying Dog Raging Bitch Belgian-Style IPA,www.ratebeer.com/beer/flying-dog-raging-bitch-belgian-style-ipa/110932/
816,Flying Dog Raspberry Leaf Ale,www.ratebeer.com/beer/flying-dog-raspberry-leaf-ale/465536/
817,Flying Dog Road Dog Porter,www.ratebeer.com/beer/flying-dog-road-dog-porter/686/
818,Flying Dog Roasted Peanut Brown Ale,www.ratebeer.com/beer/flying-dog-roasted-peanut-brown-ale/298099/
819,Flying Dog Saw Bones,www.ratebeer.com/beer/flying-dog-saw-bones/425194/
820,Flying Dog Secret Stash Fresh Hop Ale,www.ratebeer.com/beer/flying-dog-secret-stash-fresh-hop-ale/129888/
822,Flying Dog Snake Dog IPA (2008-),www.ratebeer.com/beer/flying-dog-snake-dog-ipa-2008-/86882/
828,Flying Dog Snake Dog IPA (through 2007),www.ratebeer.com/beer/flying-dog-snake-dog-ipa-through-2007/684/
830,Flying Dog Sour Cherry,www.ratebeer.com/beer/flying-dog-sour-cherry/173016/
831,Flying Dog St.EADman Abbey Ale,www.ratebeer.com/beer/flying-dog-steadman-abbey-ale/191408/
832,Flying Dog Summer Rental,www.ratebeer.com/beer/flying-dog-summer-rental/514460/
833,Flying Dog Supertramp,www.ratebeer.com/beer/flying-dog-supertramp/318899/
835,Flying Dog Table For Two,www.ratebeer.com/beer/flying-dog-table-for-two/144756/
837,Flying Dog The Fear Imperial Pumpkin Ale,www.ratebeer.com/beer/flying-dog-the-fear-imperial-pumpkin-ale/148868/
838,Flying Dog The Gourd Standard,www.ratebeer.com/beer/flying-dog-the-gourd-standard/240899/
839,Flying Dog The Truth Imperial IPA,www.ratebeer.com/beer/flying-dog-the-truth-imperial-ipa/224126/
844,Flying Dog The Truth Imperial IPA (Pineapple),www.ratebeer.com/beer/flying-dog-the-truth-imperial-ipa-pineapple/306347/
850,Flying Dog Tire Bite Golden Ale,www.ratebeer.com/beer/flying-dog-tire-bite-golden-ale/687/
852,Flying Dog Tropical Bitch Belgian-Style IPA,www.ratebeer.com/beer/flying-dog-tropical-bitch-belgian-style-ipa/391991/
854,Flying Dog UnderDog Atlantic Lager,www.ratebeer.com/beer/flying-dog-underdog-atlantic-lager/170589/
857,Flying Dog Weizen Bock,www.ratebeer.com/beer/flying-dog-weizen-bock/187601/
858,Flying Dog Wild Dog Collaborator Doppelbock,www.ratebeer.com/beer/flying-dog-wild-dog-collaborator-doppelbock/79081/
859,Flying Dog Wild Dog Colorado Saison,www.ratebeer.com/beer/flying-dog-wild-dog-colorado-saison/65000/
861,Flying Dog Wild Dog Schwarz,www.ratebeer.com/beer/flying-dog-wild-dog-schwarz/95167/
862,Flying Dog Wild Dog Secret Stash Harvest Ale 2011,www.ratebeer.com/beer/flying-dog-wild-dog-secret-stash-harvest-ale-2011/153518/
863,Flying Dog Wild Dog Secret Stash Harvest Ale 2012,www.ratebeer.com/beer/flying-dog-wild-dog-secret-stash-harvest-ale-2012/185389/
864,Flying Dog Wild Dog Secret Stash Harvest Ale 2013,www.ratebeer.com/beer/flying-dog-wild-dog-secret-stash-harvest-ale-2013/232023/
865,Flying Dog Wild Dog Secret Stash Harvest Ale 2014,www.ratebeer.com/beer/flying-dog-wild-dog-secret-stash-harvest-ale-2014/291572/
866,Flying Dog Wild Dog Weizenbock,www.ratebeer.com/beer/flying-dog-wild-dog-weizenbock/51617/
867,Flying Dog Woody Creek White,www.ratebeer.com/beer/flying-dog-woody-creek-white/73617/
869,Frey's Backwoods Brigade,www.ratebeer.com/beer/frey39s-backwoods-brigade/219446/
876,Frey's Pussy Pilot Parade,www.ratebeer.com/beer/frey39s-pussy-pilot-parade/229836/
883,Full Tilt Baltimore Pale Ale,www.ratebeer.com/beer/full-tilt-baltimore-pale-ale/199092/
884,Full Tilt Berger Cookie Chocolate Stout,www.ratebeer.com/beer/full-tilt-berger-cookie-chocolate-stout/236579/
885,Full Tilt Camden Cream,www.ratebeer.com/beer/full-tilt-camden-cream/249991/
886,Full Tilt Fleet St. Raspberry Wheat,www.ratebeer.com/beer/full-tilt-fleet-st-raspberry-wheat/215406/
887,Full Tilt Fully Tilted Baltimore Pale Ale,www.ratebeer.com/beer/full-tilt-fully-tilted-baltimore-pale-ale/265404/
890,Full Tilt Hop Harbor,www.ratebeer.com/beer/full-tilt-hop-harbor/257767/
891,Full Tilt Hops the Cat IPA,www.ratebeer.com/beer/full-tilt-hops-the-cat-ipa/389606/
892,Full Tilt In Memory Of...,www.ratebeer.com/beer/full-tilt-in-memory-of/328826/
894,Full Tilt Patterson Pumpkin,www.ratebeer.com/beer/full-tilt-patterson-pumpkin/227068/
895,Full Tilt The Bay IPA,www.ratebeer.com/beer/full-tilt-the-bay-ipa/297720/
899,Hysteria #MDAF,www.ratebeer.com/beer/hysteria-mdaf/619576/
933,Hysteria The Morning After,www.ratebeer.com/beer/hysteria-the-morning-after/532395/
934,Hysteria This Not A Test,www.ratebeer.com/beer/hysteria-this-not-a-test/545446/
936,Hysteria Trash Panda,www.ratebeer.com/beer/hysteria-trash-panda/532391/
941,Hysteria Yellow Sudmarine,www.ratebeer.com/beer/hysteria-yellow-sudmarine/532393/
944,Jailbreak Barrel Aged Dusk Till Dawn - Blanton's,www.ratebeer.com/beer/jailbreak-barrel-aged-dusk-till-dawn-blanton39s/281970/
951,Jailbreak Berry'd,www.ratebeer.com/beer/jailbreak-berry39d/272004/
953,Jailbreak Big Punisher,www.ratebeer.com/beer/jailbreak-big-punisher/262136/
958,Jailbreak Carrot Cake Conspiracy,www.ratebeer.com/beer/jailbreak-carrot-cake-conspiracy/285086/
962,Jailbreak Czech the Technique,www.ratebeer.com/beer/jailbreak-czech-the-technique/505771/
964,Jailbreak Desserted,www.ratebeer.com/beer/jailbreak-desserted/262525/
965,Jailbreak Dew Right,www.ratebeer.com/beer/jailbreak-dew-right/430946/
966,Jailbreak Dusk Till Dawn,www.ratebeer.com/beer/jailbreak-dusk-till-dawn/262526/
967,Jailbreak Dusk Till Dusk,www.ratebeer.com/beer/jailbreak-dusk-till-dusk/481740/
974,Jailbreak Feed the Monkey,www.ratebeer.com/beer/jailbreak-feed-the-monkey/270622/
978,Jailbreak Gnarles Barley,www.ratebeer.com/beer/jailbreak-gnarles-barley/272005/
983,Jailbreak Imperial Scoville,www.ratebeer.com/beer/jailbreak-imperial-scoville/281606/
