abv,address,brewery,country,date_added,google_map_link,link,name,num_ratings,postal_code,rating,state,style,style_rating,town
0.041,12227 Wilkins Ave, 7 Locks Brewing,USA,11/24/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-hazelnut-ale/377554/,7 Locks Hazelnut Ale,0,20852,,Maryland,Brown Ale,,Rockville
0.06,12227 Wilkins Ave, 7 Locks Brewing,USA,1/15/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-heads-and-hearts-syrah-saison/479516/,7 Locks Heads and Hearts Syrah Saison,0,20852,,Maryland,Saison / Farmhouse / Grisette,,Rockville
0.083,12227 Wilkins Ave, 7 Locks Brewing,USA,6/9/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-honey-rye-barrel-aged/627187/,7 Locks Honey Rye (Barrel Aged),1,20852,3.17,Maryland,Specialty Grain - Other,,Rockville
0.046,12227 Wilkins Ave, 7 Locks Brewing,USA,11/24/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-honey-wheat-ale/377555/,7 Locks Honey Wheat Ale,6,20852,2.94,Maryland,Wheat Ale,,Rockville
0.076,12227 Wilkins Ave, 7 Locks Brewing,USA,1/3/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-ipa-v1-el-dorado/387035/,7 Locks IPA V.1 - El Dorado,4,20852,3.19,Maryland,IPA,,Rockville
0.076,12227 Wilkins Ave, 7 Locks Brewing,USA,7/8/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-ipa-v1-el-dorado-grapefruit/432365/,7 Locks IPA V.1 - El Dorado (Grapefruit),1,20852,3.04,Maryland,IPA,,Rockville
0.071,12227 Wilkins Ave, 7 Locks Brewing,USA,9/26/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-ipa-v2-equinox/452423/,7 Locks IPA V.2 - Equinox,1,20852,3.04,Maryland,IPA,,Rockville
0.076,12227 Wilkins Ave, 7 Locks Brewing,USA,3/3/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-ipa-v2-leap-year/400080/,7 Locks IPA V.2 - Leap Year,2,20852,3.18,Maryland,IPA,,Rockville
0.067,12227 Wilkins Ave, 7 Locks Brewing,USA,5/14/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-ipa-v3/418380/,7 Locks IPA V.3,1,20852,2.98,Maryland,IPA,,Rockville
0.07,12227 Wilkins Ave, 7 Locks Brewing,USA,8/16/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-ipa-v4-white-ipa/442230/,7 Locks IPA V.4 - White IPA,1,20852,2.96,Maryland,IPA,,Rockville
0.047,12227 Wilkins Ave, 7 Locks Brewing,USA,8/1/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-ipa-v7-session-ipa/538976/,7 Locks IPA V.7 - Session IPA,0,20852,,Maryland,ISA - Session IPA,,Rockville
,12227 Wilkins Ave, 7 Locks Brewing,USA,10/16/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-ipa-vx/457328/,7 Locks IPA V.X,1,20852,3.09,Maryland,IPA,,Rockville
0.046,12227 Wilkins Ave, 7 Locks Brewing,USA,4/8/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-irish-red/409781/,7 Locks Irish Red,1,20852,3.0,Maryland,Red Ale - Irish,,Rockville
0.052,12227 Wilkins Ave, 7 Locks Brewing,USA,8/12/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-juniper-lager/441289/,7 Locks Juniper Lager,1,20852,3.0,Maryland,Pale Lager - Intl / Premium,,Rockville
0.075,12227 Wilkins Ave, 7 Locks Brewing,USA,12/2/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-magruder39s-honesty/572951/,7 Locks Magruder's Honesty,1,20852,2.98,Maryland,IPA - Black/Brown/Cascadian Dark,,Rockville
0.066,12227 Wilkins Ave, 7 Locks Brewing,USA,10/16/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-oktoberfest/457325/,7 Locks Oktoberfest,2,20852,2.97,Maryland,Märzen / Oktoberfest Bier,,Rockville
0.045,12227 Wilkins Ave, 7 Locks Brewing,USA,4/8/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-owen39s-ordinary-pale-ale/409779/,7 Locks Owen's Ordinary Pale Ale,6,20852,2.96,Maryland,Pale Ale - American / APA,,Rockville
0.045,12227 Wilkins Ave, 7 Locks Brewing,USA,11/24/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-pale-ale/377549/,7 Locks Pale Ale,0,20852,,Maryland,Pale Ale - American / APA,,Rockville
0.091,12227 Wilkins Ave, 7 Locks Brewing,USA,6/9/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-polychrome-dipa/627179/,7 Locks Polychrome DIPA,1,20852,3.02,Maryland,IIPA - Imperial / Double IPA,,Rockville
0.062,12227 Wilkins Ave, 7 Locks Brewing,USA,6/9/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-potomac-fog-neipa/627137/,7 Locks Potomac Fog NEIPA,1,20852,3.0,Maryland,IPA - Hazy / NEIPA,,Rockville
,12227 Wilkins Ave, 7 Locks Brewing,USA,11/26/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-pumpkin-ale/466844/,7 Locks Pumpkin Ale,1,20852,3.11,Maryland,Flavored - Other,,Rockville
0.058,12227 Wilkins Ave, 7 Locks Brewing,USA,4/26/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-redland-lager/508324/,7 Locks Redland Lager,5,20852,3.13,Maryland,Amber Lager - Intl / Vienna,,Rockville
0.115,12227 Wilkins Ave, 7 Locks Brewing,USA,7/24/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-rye-in-rum/436230/,7 Locks Rye in Rum,2,20852,3.21,Maryland,Strong Ale - American,,Rockville
0.11,12227 Wilkins Ave, 7 Locks Brewing,USA,7/23/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-saison-rum-barrel/640901/,7 Locks Saison (Rum Barrel),1,20852,3.04,Maryland,Saison / Farmhouse / Grisette,,Rockville
0.053,12227 Wilkins Ave, 7 Locks Brewing,USA,6/9/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-scow-sail/627140/,7 Locks Scow Sail,1,20852,3.04,Maryland,Cream Ale,,Rockville
0.065,12227 Wilkins Ave, 7 Locks Brewing,USA,2/8/2019,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-shattered-glass-neipa/703116/,7 Locks Shattered Glass NEIPA,0,20852,,Maryland,IPA - Hazy / NEIPA,,Rockville
0.05,12227 Wilkins Ave, 7 Locks Brewing,USA,7/29/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-sligo-creek-golden-lager/437451/,7 Locks Sligo Creek Golden Lager,3,20852,3.03,Maryland,Amber Lager - Intl / Vienna,,Rockville
0.055,12227 Wilkins Ave, 7 Locks Brewing,USA,1/10/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-snakeden-saison/388415/,7 Locks Snakeden Saison,10,20852,3.17,Maryland,Saison / Farmhouse / Grisette,24.0,Rockville
0.058,12227 Wilkins Ave, 7 Locks Brewing,USA,11/24/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-surrender-dorothy-red-ryepa/377550/,7 Locks Surrender Dorothy Red RyePA,14,20852,3.39,Maryland,Specialty Grain - Other,90.0,Rockville
0.052,12227 Wilkins Ave, 7 Locks Brewing,USA,8/1/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-terra-mater-saison/538979/,7 Locks Terra Mater Saison,1,20852,3.02,Maryland,Saison / Farmhouse / Grisette,,Rockville
0.078,12227 Wilkins Ave, 7 Locks Brewing,USA,2/8/2019,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-turtle-run-belgian-pale-ale/703114/,7 Locks Turtle Run Belgian Pale Ale,0,20852,,Maryland,Belgian Ale - Pale / Golden,,Rockville
0.085,12227 Wilkins Ave, 7 Locks Brewing,USA,4/26/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=7+Locks+Brewing%2C12227+Wilkins+Ave%2C+Rockville%2C+Maryland%2C+United+States%2C+20852,www.ratebeer.com/beer/7-locks-vanilla-imperial-stout-bourbon-barrel/508334/,7 Locks Vanilla Imperial Stout (Bourbon Barrel),1,20852,2.98,Maryland,Stout - Imperial,,Rockville
0.049,"319 South Main St., Suite #100", AleCraft (MD),USA,3/9/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=AleCraft+%28MD%29%2C319+South+Main+St%2E%2C+Suite+100%2C+Bel+Air%2C+Maryland%2C+United+States%2C+21014,www.ratebeer.com/beer/alecraft-belgian-wit/598532/,AleCraft Belgian Wit,0,21014,,Maryland,Witbier / Belgian White Ale,, Bel Air
0.065,"319 South Main St., Suite #100", AleCraft (MD),USA,2/3/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=AleCraft+%28MD%29%2C319+South+Main+St%2E%2C+Suite+100%2C+Bel+Air%2C+Maryland%2C+United+States%2C+21014,www.ratebeer.com/beer/alecraft-cassiopeia-rye-lager/589230/,AleCraft Cassiopeia Rye Lager,0,21014,,Maryland,Dark Lager - Dunkel / Tmavý,, Bel Air
0.042,"319 South Main St., Suite #100", AleCraft (MD),USA,2/3/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=AleCraft+%28MD%29%2C319+South+Main+St%2E%2C+Suite+100%2C+Bel+Air%2C+Maryland%2C+United+States%2C+21014,www.ratebeer.com/beer/alecraft-chesapeake-cream-ale/589219/,AleCraft Chesapeake Cream Ale,0,21014,,Maryland,Cream Ale,, Bel Air
0.09,"319 South Main St., Suite #100", AleCraft (MD),USA,2/3/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=AleCraft+%28MD%29%2C319+South+Main+St%2E%2C+Suite+100%2C+Bel+Air%2C+Maryland%2C+United+States%2C+21014,www.ratebeer.com/beer/alecraft-crucible-belgian-tripel/589221/,AleCraft Crucible Belgian Tripel,0,21014,,Maryland,Tripel,, Bel Air
0.049,"319 South Main St., Suite #100", AleCraft (MD),USA,2/3/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=AleCraft+%28MD%29%2C319+South+Main+St%2E%2C+Suite+100%2C+Bel+Air%2C+Maryland%2C+United+States%2C+21014,www.ratebeer.com/beer/alecraft-der-hund-hefeweizen/589225/,AleCraft Der Hund Hefeweizen ,0,21014,,Maryland,Weissbier - Hefeweizen,, Bel Air
0.072,"319 South Main St., Suite #100", AleCraft (MD),USA,2/3/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=AleCraft+%28MD%29%2C319+South+Main+St%2E%2C+Suite+100%2C+Bel+Air%2C+Maryland%2C+United+States%2C+21014,www.ratebeer.com/beer/alecraft-le-renard-ipa/589231/,AleCraft Le Renard IPA,0,21014,,Maryland,IPA,, Bel Air
0.045,"319 South Main St., Suite #100", AleCraft (MD),USA,2/3/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=AleCraft+%28MD%29%2C319+South+Main+St%2E%2C+Suite+100%2C+Bel+Air%2C+Maryland%2C+United+States%2C+21014,www.ratebeer.com/beer/alecraft-new-england-session-ipa/589223/,AleCraft New England Session IPA,0,21014,,Maryland,ISA - Session IPA,, Bel Air
0.08,"319 South Main St., Suite #100", AleCraft (MD),USA,2/3/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=AleCraft+%28MD%29%2C319+South+Main+St%2E%2C+Suite+100%2C+Bel+Air%2C+Maryland%2C+United+States%2C+21014,www.ratebeer.com/beer/alecraft-recalcitrant-dipa/589226/,AleCraft Recalcitrant DIPA,0,21014,,Maryland,IIPA - Imperial / Double IPA,, Bel Air
0.046,"319 South Main St., Suite #100", AleCraft (MD),USA,2/3/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=AleCraft+%28MD%29%2C319+South+Main+St%2E%2C+Suite+100%2C+Bel+Air%2C+Maryland%2C+United+States%2C+21014,www.ratebeer.com/beer/alecraft-shoestring-kolsch/589228/,AleCraft Shoestring Kolsch,0,21014,,Maryland,Kölsch / Kölsch-Style,, Bel Air
0.05,49 Eastern Blvd, Antietam Brewery & Restaurant,USA,7/9/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Antietam+Brewery+%26+Restaurant%2C49+Eastern+Blvd%2C+Hagerstown%2C+Maryland%2C+United+States%2C+21740,www.ratebeer.com/beer/antietam-1605-red/432703/,Antietam 1605 Red,5,21740,2.75,Maryland,Red Ale - Irish,,Hagerstown
0.06,49 Eastern Blvd, Antietam Brewery & Restaurant,USA,7/3/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Antietam+Brewery+%26+Restaurant%2C49+Eastern+Blvd%2C+Hagerstown%2C+Maryland%2C+United+States%2C+21740,www.ratebeer.com/beer/antietam-bases-loaded/529021/,Antietam Bases Loaded,3,21740,2.93,Maryland,Red Ale / Intl Amber Ale,,Hagerstown
0.076,49 Eastern Blvd, Antietam Brewery & Restaurant,USA,9/15/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Antietam+Brewery+%26+Restaurant%2C49+Eastern+Blvd%2C+Hagerstown%2C+Maryland%2C+United+States%2C+21740,www.ratebeer.com/beer/antietam-batch-100-belgian-saison/287519/,Antietam Batch 100 Belgian Saison,1,21740,2.83,Maryland,Saison / Farmhouse / Grisette,,Hagerstown
0.058,49 Eastern Blvd, Antietam Brewery & Restaurant,USA,12/7/2013,maps.google.com/maps?f=q&hl=en&geocode=&q=Antietam+Brewery+%26+Restaurant%2C49+Eastern+Blvd%2C+Hagerstown%2C+Maryland%2C+United+States%2C+21740,www.ratebeer.com/beer/antietam-battlefield-best-bitter/241019/,Antietam Battlefield Best Bitter,7,21740,2.97,Maryland,Bitter - Ordinary / Best,,Hagerstown
0.08,49 Eastern Blvd, Antietam Brewery & Restaurant,USA,2/10/2019,maps.google.com/maps?f=q&hl=en&geocode=&q=Antietam+Brewery+%26+Restaurant%2C49+Eastern+Blvd%2C+Hagerstown%2C+Maryland%2C+United+States%2C+21740,www.ratebeer.com/beer/antietam-busthead-maibock/703681/,Antietam Busthead Maibock,0,21740,,Maryland,Bock- Heller Bock / Maibock,,Hagerstown
0.096,49 Eastern Blvd, Antietam Brewery & Restaurant,USA,12/7/2013,maps.google.com/maps?f=q&hl=en&geocode=&q=Antietam+Brewery+%26+Restaurant%2C49+Eastern+Blvd%2C+Hagerstown%2C+Maryland%2C+United+States%2C+21740,www.ratebeer.com/beer/antietam-campaign-3977-winter-ale/241020/,Antietam Campaign '77 Winter Ale,2,21740,2.91,Maryland,Strong Ale - American,,Hagerstown
